year,closed_date,city,state,zip_code,subdivision,property_type,year_built,bedrooms,baths_total,acres,sale_price,original_list_price,sale_to_list_pct,total_square_feet,price_per_sqft,days_on_market,tax_amount_annual,assessment_pending,specials_debt_balance,yearly_specials_installment,requires_shoreline_audit,seller_contribution,state_tax_strategy,grant_stack_eligible,equity_protection_score
2025,2025-04-14,West Fargo,ND,58078,Eastridge 2nd,Residential,1973,2,1.00,0.43,178000,175000,101.7,1778,100.11,9,2167.16,No,456.98,62.63,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.7
2025,2025-03-26,West Fargo,ND,58078,Meadowridge 2nd,Residential,1984,3,2.00,0.10,189000,189000,100.0,1496,126.34,10,2468.00,No,0.0,37.0,FALSE,2000,Low Income Tax / Higher Specials Risk,High Potential,10.0
2025,2025-04-11,Abercrombie,ND,58001,Old West Trail Addition,Residential,2021,4,3.00,0.57,438000,438000,100.0,2548,171.9,4,4334.00,No,0.0,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,10.0
2025,2025-06-02,Fargo,ND,58102,Chandlers Broadway,Residential,1921,3,2.00,0.16,225000,240000,93.8,1800,125.0,82,2160.00,No,0.0,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,10.0
2025,2025-06-26,Moorhead,MN,56560,Johnson Farms 1st Add,Residential,2006,4,3.00,0.32,475000,475000,100.0,3290,144.38,62,5590.00,No,4290.0,2512.0,TRUE,0,Homestead Tax Shield Eligible / Lower Specials,Above Threshold,9.1
2025,2025-04-04,West Fargo,ND,58078,Eaglewood 4th Addition,Residential,2018,3,3.00,,385000,385000,100.0,2173,177.17,21,4474.75,No,25734.029,2703.85,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,3.3
2025,2025-04-18,Fargo,ND,58103,Westlake 7th,Residential,1995,3,4.00,0.23,450000,450000,100.0,3264,137.87,26,4863.00,No,2453.87,369.93,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,9.5
2025,2025-03-13,West Fargo,ND,58078,Eaglewood 7th Add,Residential,2021,3,3.00,0.14,350000,349900,100.0,2118,165.25,26,4411.00,No,29856.58,2329.36,TRUE,5000,Low Income Tax / Higher Specials Risk,High Potential,1.5
2025,2025-04-07,West Fargo,ND,58078,Westwynd Sixth Add,Residential,2001,4,3.00,0.24,353000,343000,102.9,2130,165.73,14,4122.00,No,0.0,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,10.0
2025,2025-04-25,Lake Park,MN,56554,,Residential,2005,6,5.00,0.23,1950000,1950000,100.0,9595,203.23,49,12492.00,No,0.0,0.0,TRUE,0,Homestead Tax Shield Eligible / Lower Specials,Above Threshold,10.0
2025,2025-03-21,Horace,ND,58047,Lakeview Add,Residential,2024,3,2.00,0.12,270800,270800,100.0,1634,165.73,11,2639.00,UNKNO,24680.721,2266.0,FALSE,3000,Low Income Tax / Higher Specials Risk,High Potential,1
2025,2025-04-04,Fargo,ND,58104,Osgood Townsite First Add,Residential,2004,3,2.00,,280000,274500,102.0,1672,167.46,27,3086.16,No,2518.17,627.62,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.1
2025,2025-04-18,Horace,ND,58047,Prairie View Add,Residential,2016,3,2.00,0.13,297000,30500,,1790,165.92,33,2554.00,No,20306.0,1859.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,3.2
2025,2025-04-30,Moorhead,MN,56560,Hampton Place 3rd Add,Residential,2021,4,3.00,,480000,485000,99.0,2864,167.6,56,8712.00,No,23309.42,3184.82,FALSE,13500,Homestead Tax Shield Eligible / Lower Specials,Above Threshold,5.1
2025,2025-04-02,Fargo,ND,58104,Legacy I Fourth Add,Residential,2017,2,2.00,0.17,355000,369900,96.0,1665,213.21,20,4745.00,No,19891.0,2104.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,4.4
2025,2025-04-30,West Fargo,ND,58078,The Wilds 21st Add,Residential,2024,4,3.00,,400300,414912,96.5,2644,151.4,6,550.00,Yes,16142.0,1184.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,6.0
2025,2025-06-26,Moorhead,MN,56560,Prairie Meadows 6th Addition,Residential,2020,4,2.00,,312000,320000,97.5,2100,148.57,117,3702.14,UNKNO,15555.75,2851.86,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,5.0
2025,2025-04-11,West Fargo,ND,58078,Sommerset 2nd,Residential,1991,5,3.00,0.45,370000,359000,103.1,2634,140.47,26,1854.04,No,2293.79,270.73,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.4
2025,2025-05-30,Kindred,ND,58051,Bison View Estates First Add,Residential,2009,3,3.00,4.87,638500,662000,96.5,2421,263.73,18,4428.00,No,0.0,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,10.0
2025,2025-05-09,Moorhead,MN,56560,Bulands 3rd Add,Residential,1958,2,1.00,0.15,190000,205000,92.7,1656,114.73,17,2064.00,UNKNO,0.0,2064.0,FALSE,5000,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2025,2025-03-06,West Fargo,ND,58078,Sheyenne,Residential,1954,3,1.00,0.20,95000,109000,87.2,1050,90.48,7,1945.00,No,457.3,62.63,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.5
2025,2025-03-25,Fargo,ND,58103,Erskines,Residential,1914,3,3.00,0.16,366000,409900,89.3,2540,144.09,16,4218.00,No,13952.0,1019.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,6.2
2025,2025-05-06,Fargo,ND,58104,Rocking Horse Farm 2nd,Residential,2023,4,3.00,0.31,843000,843000,100.0,3973,212.18,77,3349.00,No,39388.0,3379.0,FALSE,10000,Low Income Tax / Higher Specials Risk,Above Threshold,5.3
2025,2025-04-01,Moorhead,MN,56560,Brookdale South Add,Residential,1967,2,1.00,0.02,65000,70000,92.9,952,68.28,9,1222.16,UNKNO,377.44,147.84,FALSE,388,Homestead Tax Shield Eligible / Lower Specials,High Potential,9.4
2025,2025-06-13,West Fargo,ND,58078,The Wilds 21st Add,Residential,2024,3,2.00,0.18,392400,389900,100.6,1398,280.69,96,639.00,Yes,52020.0,1228.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,1
2025,2025-03-28,Fargo,ND,58103,Fullers,Residential,1920,2,1.00,0.17,259900,259900,100.0,1842,141.1,24,2737.00,No,291.24,178.0,FALSE,2969,Low Income Tax / Higher Specials Risk,High Potential,9.9
2025,2025-03-26,Rothsay,MN,56579,Johnsons 1st Add,Residential,1900,3,1.00,0.17,103000,115000,89.6,1802,57.16,8,1438.00,No,0.0,0.0,FALSE,6180,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2025,2025-04-02,Fargo,ND,58104,Eagle Valley Add,Residential,2019,3,2.00,,325000,325000,100.0,1852,175.49,31,3847.00,UNKNO,27624.0,2245.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,1.5
2025,2025-03-11,Moorhead,MN,56560,South Acres Add,Residential,1957,3,1.00,,247000,234900,105.2,2016,122.52,10,2444.00,Yes,0.0,0.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2025,2025-05-16,West Fargo,ND,58078,The Wilds 21st Add,Residential,2023,3,2.00,0.15,298000,295000,101.0,1634,182.37,55,4630.99,Yes,14836.0,1150.0,FALSE,8000,Low Income Tax / Higher Specials Risk,High Potential,5.0
2025,2025-04-15,Fargo,ND,58103,Crarys 1st,Residential,1983,2,2.00,,223900,219900,101.8,1674,133.75,47,2419.44,Yes,336.83,50.8,FALSE,5000,Low Income Tax / Higher Specials Risk,High Potential,9.8
2025,2025-04-23,Moorhead,MN,56560,Riverview Estates 1st Add,Residential,1978,3,3.00,,360000,367500,98.0,2568,140.19,43,3945.00,No,1223.0,341.0,FALSE,7500,Homestead Tax Shield Eligible / Lower Specials,High Potential,9.7
2025,2025-04-04,Fargo,ND,58104,Osgood Farms 1st Add,Residential,2006,5,2.00,,430000,430000,100.0,2774,155.01,19,4614.43,No,2231.68,198.98,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,9.5
2025,2025-05-09,Fargo,ND,58102,Dewitts,Residential,1900,3,1.00,,162000,179900,90.1,1720,94.19,44,2321.00,No,1763.0,210.0,FALSE,9000,Low Income Tax / Higher Specials Risk,High Potential,8.9
2025,2025-03-31,Fargo,ND,58103,Parkview South 6th,Residential,1998,3,2.00,,276000,268900,102.6,1930,143.01,2,2691.00,No,1660.0,177.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.4
2025,2025-04-14,Horace,ND,58047,Southdale Farms 4th Addition,Residential,2023,4,3.00,,342900,359800,95.3,2017,170.0,46,367.00,No,56133.0,5140.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,1
2025,2025-04-10,Barnesville,MN,56514,,Residential,1964,3,2.00,3.66,306000,300000,102.0,3000,102.0,5,1864.00,UNKNO,0.0,260.0,FALSE,6120,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2025,2025-06-20,Fargo,ND,58104,Meadow View Add,Residential,2024,4,3.00,,342138,359485,95.2,2183,156.73,29,399.85,Yes,29463.641,2131.39,FALSE,20000,Low Income Tax / Higher Specials Risk,High Potential,1.4
2025,2025-04-18,Casselton,ND,58012,Cottonwood First,Residential,2000,4,2.00,0.49,410000,410000,100.0,2450,167.35,19,2556.00,No,1096.0,201.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,9.7
2025,2025-05-15,Fargo,ND,58104,,Residential,2024,3,2.00,,462000,469556,98.4,3322,139.07,39,515.27,Yes,44689.141,2903.28,FALSE,12444,Low Income Tax / Higher Specials Risk,Above Threshold,1
2025,2025-04-15,Fargo,ND,58104,Deer Creek Add,Residential,2016,3,2.00,,285000,284900,100.0,2100,135.71,16,2975.25,No,18457.6,1553.62,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,3.5
2025,2025-04-11,Fargo,ND,58103,Schonbergs,Residential,1964,3,2.00,0.20,269000,269000,100.0,2016,133.43,50,2900.00,Yes,164.87,12.53,FALSE,5000,Low Income Tax / Higher Specials Risk,High Potential,9.9
2025,2025-05-15,Hitterdal,MN,56552,,Residential,2004,3,3.00,9.34,370000,399000,92.7,2179,169.8,46,3969.48,No,0.0,0.0,FALSE,4000,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2025,2025-05-02,Fargo,ND,58104,Martens Way Add,Residential,2000,5,4.00,,525000,525000,100.0,3372,155.69,12,6062.31,No,2706.11,236.87,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,9.5
2025,2025-04-17,Fargo,ND,58104,Deer Creek Add,Residential,2016,3,3.00,0.21,373000,370000,100.8,2146,173.81,13,4447.44,No,33370.52,2833.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,1.1
2025,2025-06-02,Moorhead,MN,56560,Sharps 1st Add,Residential,1951,3,2.00,0.17,174900,188000,93.0,2103,83.17,60,2352.00,No,913.22,109.53,FALSE,5247,Homestead Tax Shield Eligible / Lower Specials,High Potential,9.5
2025,2025-05-16,Mapleton,ND,58059,Ashmoor Glen 3rd Add,Residential,2024,3,4.00,,596200,589000,101.2,2058,289.7,66,5460.00,No,36070.16,4418.31,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,3.9
2025,2025-06-23,West Fargo,ND,58078,Rivers Bend At The Preserves 2nd,Residential,2020,5,4.00,,825000,869000,94.9,3764,219.18,108,9243.00,UNKNO,48085.0,5416.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,4.2
2025,2025-05-16,Moorhead,MN,56560,Meyers Bros 2nd Add,Residential,1955,5,2.00,,323500,329500,98.2,2636,122.72,43,3125.00,No,0.0,45.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2025,2025-02-20,Horace,ND,58047,southdale farms,Residential,2024,4,2.00,,334753,334753,100.0,1860,179.97,149,1248.00,No,55841.0,5110.0,FALSE,10000,Low Income Tax / Higher Specials Risk,High Potential,1
2025,2025-03-28,Fargo,ND,58103,Island Park,Residential,1985,2,2.00,0.28,165000,129900,127.0,1322,124.81,4,2700.00,No,0.0,0.0,FALSE,22600,Low Income Tax / Higher Specials Risk,High Potential,10.0
2025,2025-04-10,Dilworth,MN,56529,Beans 1st Add,Residential,1971,5,2.00,0.31,299000,299000,100.0,2392,125.0,16,3472.00,No,0.0,45.0,FALSE,4000,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2025,2025-04-02,Barnesville,MN,56514,Thompsons 1st Add,Residential,1951,2,2.00,0.08,175000,170000,102.9,1369,127.83,3,1936.00,No,750.0,65.0,FALSE,5000,Homestead Tax Shield Eligible / Lower Specials,High Potential,9.6
2025,2025-06-09,Moorhead,MN,56560,Sharps 1st Add,Residential,1953,4,2.00,0.35,322000,329900,97.6,2840,113.38,29,2763.00,No,3382.0,335.0,FALSE,1347,Homestead Tax Shield Eligible / Lower Specials,High Potential,8.9
2025,2025-04-07,West Fargo,ND,58078,Kass Third Add,Residential,2008,3,2.00,0.08,265000,265000,100.0,1890,140.21,15,2960.00,No,4293.0,358.0,FALSE,2500,Low Income Tax / Higher Specials Risk,High Potential,8.4
2025,2025-05-02,Moorhead,MN,56560,Moores 1st Add,Residential,1950,3,2.00,0.17,259900,259900,100.0,2208,117.71,27,2272.00,No,633.22,97.02,FALSE,5000,Homestead Tax Shield Eligible / Lower Specials,High Potential,9.8
2025,2025-04-18,West Fargo,ND,58078,The Wilds 17th Add,Residential,2020,4,3.00,0.11,347900,350000,99.4,2192,158.71,27,4864.00,Yes,11660.0,777.0,FALSE,7000,Low Income Tax / Higher Specials Risk,High Potential,6.6
2025,2025-04-25,Fargo,ND,58103,Cobblestone Court,Residential,1993,4,3.00,,335000,370000,90.5,2776,120.68,29,1206.78,No,238.27,50.01,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.9
2025,2025-04-16,West Fargo,ND,58078,Goldenwood 5th Add,Residential,2015,3,3.00,0.22,300000,319000,94.0,1818,165.02,29,2893.00,No,16609.0,1824.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,4.5
2025,2025-06-02,West Fargo,ND,58078,Goldenwood Third Add,Residential,2016,4,3.00,,310000,315000,98.4,2038,152.11,63,3196.22,No,0.0,0.0,FALSE,5000,Low Income Tax / Higher Specials Risk,High Potential,10.0
2025,2025-04-01,Moorhead,MN,56560,Parkview 1st,Residential,2015,3,2.00,,255000,255000,100.0,1850,137.84,22,1900.81,No,6677.5,1255.19,FALSE,2500,Homestead Tax Shield Eligible / Lower Specials,High Potential,7.4
2025,2025-06-30,Fargo,ND,58104,,Residential,2024,4,3.00,,512123,527925,97.0,3224,158.85,35,263.00,Yes,27600.0,932.0,FALSE,3000,Low Income Tax / Higher Specials Risk,Above Threshold,4.6
2025,2025-04-22,Dilworth,MN,56529,Kroshus Estates,Residential,2001,2,2.00,0.15,259900,259900,100.0,1372,189.43,8,2800.00,No,0.0,0.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2025,2025-05-09,Fargo,ND,58103,Hub,Residential,1979,2,1.00,2.14,165000,169500,97.3,932,177.04,46,1963.00,Yes,199.48,13.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.9
2025,2025-03-28,Moorhead,MN,56560,Village Green 18th Fairway Add,Residential,2004,2,2.00,,250000,249900,100.0,1432,174.58,3,3045.00,No,174.52,56.74,FALSE,1500,Homestead Tax Shield Eligible / Lower Specials,High Potential,9.9
2025,2025-04-10,Fargo,ND,58103,Westfield 1st Add,Residential,1998,4,2.00,,322500,315000,102.4,2184,147.66,25,3640.17,No,3137.48,461.02,FALSE,500,Low Income Tax / Higher Specials Risk,High Potential,9.0
2025,2025-05-02,Fargo,ND,58103,Arrowhead,Residential,1973,4,2.00,0.26,325000,329000,98.8,2464,131.9,37,3860.00,No,0.0,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,10.0
2025,2025-03-28,Moorhead,MN,56560,Oakgrove Add,Residential,1952,3,2.00,0.12,189900,185000,102.6,1726,110.02,7,2250.59,No,633.22,97.02,FALSE,5000,Homestead Tax Shield Eligible / Lower Specials,High Potential,9.7
2025,2025-05-15,Fargo,ND,58102,Riverwood 4th,Residential,2009,5,4.00,,815000,825000,98.8,4340,187.79,14,9034.91,No,2335.17,247.73,TRUE,0,Low Income Tax / Higher Specials Risk,Above Threshold,9.7
2025,2025-04-09,Fargo,ND,58104,Meadow View,Residential,2023,3,3.00,,316534,314999,100.5,2127,148.82,5,3449.94,Yes,21634.869,1615.31,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,3.2
2025,2025-04-02,Moorhead,MN,56560,Hillside Sub,Residential,1976,2,2.00,,189900,194900,97.4,1360,139.63,35,2056.00,No,981.46,145.1,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,9.5
2025,2025-05-15,Fargo,ND,58103,Prairiewood,Residential,1984,3,2.00,0.11,220000,229900,95.7,1602,137.33,44,2824.65,UNKNO,472.76,78.02,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.8
2025,2025-04-08,Fargo,ND,58104,Autumn Fields Add,Residential,2009,3,3.00,,274900,274900,100.0,1818,151.21,9,3375.00,Yes,7185.0,952.0,FALSE,1500,Low Income Tax / Higher Specials Risk,High Potential,7.4
2025,2025-04-18,Kindred,ND,58051,John Rustad,Residential,1911,4,2.00,,263000,262500,100.2,2504,105.03,15,747.00,No,665.0,193.0,FALSE,6000,Low Income Tax / Higher Specials Risk,High Potential,9.7
2025,2025-05-09,Fargo,ND,58103,Amber Fields 2nd Add,Residential,2001,3,2.00,0.13,275000,265000,103.8,1672,164.47,25,2353.00,Yes,1753.0,210.0,FALSE,600,Low Income Tax / Higher Specials Risk,High Potential,9.4
2025,2025-05-06,Moorhead,MN,56560,Moores 1st Add,Residential,1948,2,2.00,0.16,210000,210000,100.0,1252,167.73,32,2752.00,No,4325.0,432.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,7.9
2025,2025-05-07,Dilworth,MN,56529,Dilworth Imp Co 1st,Residential,1958,3,2.00,0.18,207000,202900,102.0,2658,77.88,21,2518.00,No,3610.88,670.84,FALSE,7245,Homestead Tax Shield Eligible / Lower Specials,High Potential,8.3
2025,2025-05-30,Moorhead,MN,56560,Arbor Park 5th Add,Residential,2017,4,3.00,0.23,395000,385000,102.6,2652,148.94,37,4782.00,No,0.0,0.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,Above Threshold,10.0
2025,2025-03-13,Fargo,ND,58103,Crarys 1st,Residential,1980,2,2.00,0.72,173225,169000,102.5,1265,136.94,6,2157.63,Yes,0.0,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,10.0
2025,2025-04-18,Fargo,ND,58104,Osgood Townsite,Residential,2006,4,3.00,,345000,339900,101.5,2168,159.13,55,2590.00,No,4846.0,1223.0,FALSE,2500,Low Income Tax / Higher Specials Risk,High Potential,8.6
2025,2025-04-25,Dilworth,MN,56529,Woodbridge 1st Add,Residential,2007,3,3.00,0.24,435000,458000,95.0,2688,161.83,50,4969.00,No,0.0,245.0,TRUE,0,Homestead Tax Shield Eligible / Lower Specials,Above Threshold,10.0
2025,2025-06-13,Fargo,ND,58104,Harwood Groves 3rd,Residential,1990,6,4.00,0.27,564900,575000,98.2,4248,132.98,117,5795.78,No,1340.82,175.86,FALSE,15000,Low Income Tax / Higher Specials Risk,Above Threshold,9.8
2025,2025-06-09,Fargo,ND,58104,Golden Valley 4th Add,Residential,2021,3,3.00,0.11,327000,349900,93.5,1837,178.01,49,1944.43,UNKNO,25050.789,1653.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,2.3
2025,2025-06-26,Moorhead,MN,56560,Birch Court Sub,Residential,1976,4,2.00,0.28,267000,269000,99.3,1920,139.06,44,3005.00,No,718.34,177.14,FALSE,13350,Homestead Tax Shield Eligible / Lower Specials,High Potential,9.7
2025,2025-03-14,West Fargo,ND,58078,Tintes Land Co Rep Blks 1 & 6,Residential,1984,1,1.00,1.22,119900,119900,100.0,900,133.22,2,74.00,No,0.0,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,10.0
2025,2025-04-11,Fargo,ND,58102,Harwoods 2nd,Residential,1910,4,2.00,0.04,179000,179000,100.0,1920,93.23,31,2424.00,UNKNO,10046.0,36.0,FALSE,5600,Low Income Tax / Higher Specials Risk,High Potential,4.4
2025,2025-04-18,West Fargo,ND,58078,Reserve At Osgood First Add,Residential,2010,5,3.00,0.28,800000,840000,95.2,4032,198.41,154,9847.00,No,2909.0,177.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,9.6
2025,2025-04-01,Hendrum,MN,56550,,Residential,1908,3,2.00,0.20,195000,195000,100.0,1200,162.5,20,1427.00,No,0.0,804.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2025,2025-06-20,Fargo,ND,58102,Ohmers,Residential,1953,2,2.00,0.12,144500,184900,78.2,1872,77.19,99,2686.00,Yes,0.0,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,10.0
2025,2025-05-23,Fargo,ND,58104,Sincebaugh Add,Residential,2007,6,4.00,,440000,484900,90.7,3260,134.97,63,7303.00,No,6176.44,1565.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,8.6
2025,2025-04-07,West Fargo,ND,58078,Brooks Harbor 1st Add,Residential,2015,3,2.00,0.18,315000,318000,99.1,1731,181.98,14,3673.00,No,19184.0,2051.0,FALSE,5000,Low Income Tax / Higher Specials Risk,High Potential,3.9
2025,2025-05-02,Fargo,ND,58103,Erskines,Residential,1908,4,3.00,,444900,439900,101.1,2800,158.89,13,4130.00,No,1132.0,562.0,FALSE,5000,Low Income Tax / Higher Specials Risk,Above Threshold,9.7
2025,2025-06-20,Mapleton,ND,58059,Meridian Grove Second Add,Residential,2016,5,4.00,0.24,475000,550000,86.4,3351,141.75,85,5718.00,No,267.0,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,9.9
2025,2025-05-30,Moorhead,MN,56560,Moores 1st Add,Residential,1935,2,2.00,0.17,199500,220000,90.7,2044,97.6,74,2600.00,No,0.0,156.65,FALSE,5000,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2025,2025-05-22,Harwood,ND,58042,Dakota Prairie Estates 1st,Residential,2015,5,3.00,1.14,725000,725000,100.0,3904,185.71,10,5360.39,UNKNO,7778.94,1036.85,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,8.9
2025,2025-05-30,Fargo,ND,58103,Darlings 2nd,Residential,2011,4,3.00,0.16,306525,314900,97.3,3233,94.81,91,4218.00,No,0.0,0.0,FALSE,5000,Low Income Tax / Higher Specials Risk,High Potential,10.0
2025,2025-04-09,West Fargo,ND,58078,Brooks Harbor 6th Add,Residential,2017,3,2.00,0.14,304900,304900,100.0,1731,176.14,17,3649.08,No,23147.0,2356.59,FALSE,5000,Low Income Tax / Higher Specials Risk,High Potential,2.4
2025,2025-03-20,Fargo,ND,58102,Dewitts,Residential,1901,3,1.00,0.09,87500,90000,97.2,2351,37.22,3,2926.00,No,1259.97,248.68,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,8.6
2025,2025-04-02,Fargo,ND,58103,Egbert Oneil & Haggarts,Residential,1973,3,2.00,,290000,290000,100.0,2400,120.83,8,3113.00,No,710.08,161.72,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,9.8
2025,2025-05-14,West Fargo,ND,58078,The Wilds 2nd Add,Residential,2019,4,3.00,0.38,765000,774900,98.7,2910,262.89,16,8400.26,No,5582.57,796.75,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,9.3
2025,2025-04-15,Fargo,ND,58102,Red River,Residential,1988,3,2.00,,250000,245000,102.0,1688,148.1,38,2485.00,No,0.0,0.0,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,10.0
2025,2025-05-21,West Fargo,ND,58078,The Wilds 20th Add,Residential,2022,4,4.00,0.17,505000,530000,95.3,3070,164.5,33,3567.88,Yes,32870.57,2514.24,FALSE,4600,Low Income Tax / Higher Specials Risk,Above Threshold,3.5
2025,2025-05-19,Moorhead,MN,56560,Horizon Shores 1st Add,Residential,2009,4,3.00,0.27,465000,474900,97.9,2740,169.71,48,5883.46,No,2388.03,1666.54,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,Above Threshold,9.5
2025,2025-05-09,West Fargo,ND,58078,Goldenwood 5th Add,Residential,2014,3,3.00,0.13,279900,279900,100.0,1815,154.21,14,2811.18,UNKNO,16138.53,1769.99,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,4.2
2025,2025-04-18,Fargo,ND,58102,Chapins - Huntington,Residential,1917,4,3.00,0.16,265900,264900,100.4,2392,111.16,13,2025.00,No,2895.76,396.88,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,8.9
2025,2025-05-14,Lake Park,MN,56554,Canfields 1st Add,Residential,1979,4,2.00,0.42,235000,249000,94.4,1872,125.53,38,1704.00,No,60.0,0.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2025,2025-06-12,West Fargo,ND,58078,The Wilds 8th Add,Residential,2020,4,4.00,0.16,455000,459000,99.1,2358,192.96,55,4972.13,No,30800.23,0.0,FALSE,8000,Low Income Tax / Higher Specials Risk,Above Threshold,3.2
2025,2025-05-23,Moorhead,MN,56560,Meyers Bros 7th Add,Residential,1962,3,2.00,0.17,200000,200000,100.0,1980,101.01,51,2033.00,No,11740.0,1393.0,FALSE,4800,Homestead Tax Shield Eligible / Lower Specials,High Potential,4.1
2025,2025-04-25,Moorhead,MN,56560,Parkview 1st Add,Residential,2014,3,3.00,0.18,337000,335000,100.6,2082,161.86,14,3804.00,No,0.0,0.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,10.0
2025,2025-04-24,Moorhead,MN,56560,Village Green Add 02,Residential,1989,4,3.00,0.28,359000,360000,99.7,2567,139.85,13,4221.00,No,2192.93,148.0,FALSE,0,Homestead Tax Shield Eligible / Lower Specials,High Potential,9.4
2025,2025-05-27,Fargo,ND,58104,Veterans Park 1st Add,Residential,2012,3,2.00,0.16,295000,299900,98.4,1790,164.8,32,2966.78,No,13954.77,1501.85,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,5.3
2025,2025-05-21,Mapleton,ND,58059,Maple Pointe First Add,Residential,2005,4,2.00,0.16,305000,300000,101.7,1860,163.98,11,2586.28,No,12657.51,1067.52,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,5.8
2025,2025-04-18,West Fargo,ND,58078,The Wilds 9th Add,Residential,2019,3,3.00,0.20,419900,419900,100.0,2091,200.81,16,4614.20,Yes,28980.74,2130.4,TRUE,0,Low Income Tax / Higher Specials Risk,Above Threshold,3.1
2025,2025-04-08,Fargo,ND,58104,Deer Creek Add,Residential,2017,3,3.00,0.13,357900,357900,100.0,1998,179.13,16,3519.19,Yes,18929.07,1559.73,FALSE,0,Low Income Tax / Higher Specials Risk,High Potential,4.7
2025,2025-06-16,West Fargo,ND,58078,Shadow Wood Second Add,Residential,2011,5,4.00,0.22,600000,599900,100.0,3776,158.9,10,6939.63,No,4543.45,356.38,FALSE,0,Low Income Tax / Higher Specials Risk,Above Threshold,9.2
2025,2025-06-13,Hawley,MN,56549,,Residential,2015,3,2.00,17.70,589500,625000,94.3,1732,340.36,51,3784.00,No,0.0,0.0,FALSE,14500,Homestead Tax Shield Eligible / Lower Specials,Above Threshold,10.0
